sentence,sentiment
그래요?  그럼 사가야겠네요,m
또 필요하신건 없으세요?,m
전 원래 강아지를 싫어했는데 한 7년을 있다보니 정이 드네요,m
강아지가 사람보다 나을때도 있어요,m
아 그러시면 C wpi 단백질로 추천해 드릴까요?,m
그게 뭐죠?,m
wpi는 유청이 완벽히 불리된거라서 설사는 안하실거에요,m
포대유청 어떠세요?,m
오 괜찮네요,m
먼저 10만원대로 보여드릴게요,m
아 그건 좀 비싼데,m
아 그럼 7만원대는 어떠세요?,m
네 좋아요,m
이거는 잡지에도 나오는 제품인데 많이들 이용하시는 단백질 쉐이크에요,m
아 굉장히 좋아보이네요,m
혹시 다른건 없나요?,m
좀 더 낮춰서 보여드릴까요?,m
꼭 그런건 아닌데 가성비 제품이 있을까요?,m
아 잠시만요,m
그럼 더 좋은 건가요?,m
아까 보여드린 제품이랑 비슷하지만 1kg정도 더 들어가있어서 가성비가 좋은 제품이에요,m
그럼 딸기 드릴까요?,m
네 그러면 감사하죠,m
여기 딸기 드셔보세요,m
이건 굉장히 맛있네요,m
그렇죠? 실제로도 딸기가 인기가 가장 많아요,m
그럼 딸기로 주세요,m
어느정도 드릴까요?,m
여기먼저 과자 드셔보실래요?,m
네 감사합니다,m
이것도 챙겨 드릴까요?,m
이제 빵 보여드릴까요?,m
네 보여주세요,m
빵은 특별한 맛은 없고 오리지널만 있어요,m
이제 마지막으로 식사대용으로 드실 거 보여드릴까요?,m
네 보여주세요,m
여기 닭가슴살이랑 볶음밥 핫바 있는데 다 보시겠어요?,m
네 다 보여주세요,m
그럼 인기 있는 순서로 소개해 드릴까요?,m
네 좋아요,m
먼저 짬뽕 닭가슴살입니다,m
오 정말 살찌게 생겼는데요?,m
다들 처음보면 그렇게 생각하시는데 맛만 다르고 영양성분은 똑같습니다,m
볶음밥도 시음은 어렵고 단일 제품인데 어떠세요?,m
밥 대용으로 괜찮을 것 같네요,m
마지막으로 핫바도 보여드릴까요?,m
아 핫바는 괜찮습니다,m
"어 눈 영양제를 꾸준히 먹는게 좋아, 왜냐면 첫째는 눈영양제는 우리 연세드신 분들도 먹는데 눈영양제를 먹으니까 일단은 부드러워, 안구 건조가 안생겨, 그럼 눈 영양제도 잘 선택을 해야해. 우리는 두 달분에 25000원",m
싸네요?,m
아 인공눈물 찾으세요?,m
네 좀 주세요,m
일회용있고 안약처럼 여러 번 쓸수 있는거 있는데 뭘로 드릴까요?,m
혹시 여드름 났을때 뭐 바르는거 있나요?,m
네 있어요,m
어떤거요?,m
네 머 찾으시는 거 있으세요?,m
강아지 용품 사려고 하는데요,m
아 그러세요?,m
어떤거 필요하세요?,m
"배변패드, 간식 이런거 사려고 하는데",m
아 배변패드하고 간식이요?,m
아네,m
근데 대형 큰 개는 이게 작지 않은 가요?,m
네 맞아요 이건 소형견이나 중형견을 위한 거에요,m
그럼 우리는 m 사이즈가 낫으려나?,m
그러면 엠사이즈 하셔도 될 것 같아요.한번 보시겠어요?,m
이것도 있어요 이것도 한번 보시겠어요?,m
아 배변 보조 패드를 사용하면 좋은 점이 머에요?,m
아무래도 이런게 있으면 바람이 불어도  고정이 되어 있으니까 흔들리지가 않죠 . 그래서 조금 더 안전하게 쓰실 수 있는 거죠,m
그럼 다른 기능으로도 사용 가능한가요?,m
네 이거 식기 보조 패드로도 사용하실 수 있어요,m
이거 새로나온 제품인데 한번 보시겠어요?,m
어떤 건데요?,m
이거는 재 사용이 가능한 방수 패드 에요,m
그럼 쇼파 위에 놔도 괜찮을까요?,m
"네 쇼파위에 서도 움직임이 없고, 요실금이 있는 강아지도 많이 다니다 보면 조금씩 묻을꺼 잖아요",m
강아지도 요실금이 있는 강아지에게도,m
네 그럼강아지에도 좋은 제품이에요,m
그러면 큰 개들이 사용 할 수 있을 만큼 크나? 대형견이 사용해도 문제 없나요?,m
네 대형견이 사용해도 내구성이 워낙 좋아서 문제없이 사용할 수 있어요,m
플라스틱 제품을 찾으시면 이건 어떠세요?,m
이제품 많이들 쓰나요?,m
네 이거는 배변훈련이 잘 된 강아지들 있잖아요?,m
그런강아지들도 실 수 없이 잘 사용 하실 수 있어요,m
뭐가 필요하실까요?,m
제가 강아지를 첨 키우는데요,m
완젼 생초보라 뭐가 필요한지 몰라서요,m
기본적으로 필요한거좀 추천해주세요,m
강아지 첨이세요?,m
네,m
아시는 분이 분양해주셔서 데리고 올려는데 너무 아무것도 몰라서 겁나네요,m
실내에서 키우는데도 강아지 집이 있어야 되나요?,m
강아지들도 혼자만의 독립적인 공간이 필요해요. 집이 있어야 심리적 안정감도 들구요,m
또 뭐 사야하죠?,m
배변판과 배변패드도 필요해요,m
일단 배변패드 많이들 사용하시는데요,m
반면 쓰레기가 많이 나온다는 단점이 있죠,m
배변판은 뒷처리가 불편하고 이동할때 챙기기 불편한점이 있지만 이 제품 같은 경우는 접을수 있게 나와서 이동시에도 편리하죠,m
배편패드는 강아지들이 배변 실수를 많이 하는데 배변판은 특이란 촉감때문에 배변 실수를 줄여주죠,m
또 뭐 사야하나요?,m
기본적으로 위생용품들도 필요하구요,m
강아지들은 샤워기 소리가 너무 커서 무서울수 있으니 반드시 욕조에 물을 받아놓고 해주셔야해요,m
가장 기본적인게 뭐가 있을까요?,m
샴푸와 욕조가 있어야겠죠?,m
브러쉬랑 발톱깍기 그리고 귀세정제 안구세정제 등도 필요하구요,m
푸들같은 경우에는 빗질이 중요해요. 빗질을 꾸준히 해주지 않으면 털이 엉킬뿐 아니라 피부병도 생길수 있죠,m
제가 잘할수 있을까요?,m
처음엔 다 그래요. 점점 나아지실꺼예요,m
강아지 눈곱은 수시로 체크하고 지저분할때마다 닦아주세요,m
또 뭐가 있을까나?,m
켄넬이나 울타리 뭐 그런것도 지금 필요할까요?,m
켄넬은 이동할때 꼭 필요하긴 하죠,m
켄넬은 여기 플라스틱으로 된것부터 가방모양으로 된것까지 다양하구요,m
플라스틱 케이지 같은거는 저렴하구요,m
가방모양으로 된거는 비싼것도 있구요,m
울타리는 꼭 필요한가요?,m
강아지들에 따라서 울타리에 가둬 놓으면 스트레스를 받는경우도 있다더라구요,m
그치만 외출시에 울타리에 넣어 놓지 않으면 집이 엉망이 될수도 있죠,m
그렇겠네요,m
그럼 일단 기본적으로 젤 필요한 것들은 다 된건가요?,m
네 우선 필요한것들로만 하셨구요,m
며칠 지내시다보면 또 필요한것들이 많이 나올꺼예요,m
첨부터 한꺼번에 준비가 안된답니다,m
어떤 약 드릴까요?,m
감기 몸살이 심해서요,m
쌍화탕 드릴까요?,m
네,m
주신 약 밥 안먹고 먹어도 되나요?,m
식후 30분후 드세요,m
네 알겠습니다,m
집에 비타민제 같은거 있으시면 복용 해주시고요,m
그러면 뭐 대중적으로 많이 드시는 거는,m
로얄캐닌 인데 한번 보여 드릴까요,m
예예 한번보여 주세요,m
푸들용이 따로 있거든요,m
아 네 일단 큰 거 말고,m
아 그러면 좀 딱딱한 거 뭐 이빨에 좋은 거 드릴까요,m
이빨 청소하는걸로 주시구요,m
치석 제거하는 거 있는데,m
네 그다음에,m
외출할때 딱딱한거 주고,m
갈 수 있도록 그런 외출용 간식도 좀 챙겨 주시고요,m
아 그러면은 요거 우선 치석 제거 하는 거,m
예예,m
요거 종류 세 가지 있는데 마음에 드시는 거 고르세요,m
예예 이게 좋겠네요 이게 이게,m
이게 냄새도 많이 안 나고,m
이게 효과가 좀 좋더라고요,m
그러면은 여기 혹시 이거 어떠세요? 이게 조금 도톰하고 색깔도 조금 무난한데,m
예 이거 괜찮네요 이거 주시구요,m
간식도 일단 사료 먹을 2달이면 되겠죠,m
배변패드 좀 보여 드릴까요?,m
예예,m
사이즈도 좀 다양하게 있는데,m
특대형 필요한거 아니에요,m
특대형 으로요 이게 좀 두툼한게 있고 좀 얇은게 있거든요,m
너무 두툼한거 말고요,m
중간치로 주세요,m
그럼 이건어떼요?,m
이건 이번에 새로나온 패딩 스타일인데 보온이 잘되요,m
보통 남자 아이들은 뭐 입히면 좋나요?,m
남자 아이들은 베이직이나 네이비가 좋아요,m
그럼 여자옷은 어떨까요?,m
음 그럼 여자걸로 사야될라나,m
어째 고르는 옷마다 여자옷만 고르고 있으니,m
요즘은 어울리고 이쁜것을 입히는게 일반적이라,m
그리고 다롱이 간식 사고싶은데 좋은게 뭐가 있을까요,m
요즘은 간식이 여러가지가 있는데 다롱이는 뭘 좋아 하려나,m
다롱이는 워낙 육류를 좋아해서,m
그러면 육포 종류로 하시면 될 거 같은데요,m
생선 눈 안 먹어요,m
저희 강아지는 닥스훈트인데 어떤게 어울릴까요?,m
닥스훈트면 이 니트 잘 맞을 것 같은데요,m
당근모양이 그려진 티셔츠에요,m
색깔은 4가지가 있어요,m
지금 보고 있는이 주황색이 예쁘네요,m
네 그 주황색 많이들 사가세요,m
높이는 어느 정도면 좋을까요?,m
제 허리 정도요,m
그럼 이건 어떠세요? 모나코올리브 길이 조절도어 펜스예요,m
출입구 폭이 조금 차이가 있어도,m
이쪽 저쪽 마음대로 옮겨 설치가 가능하도록 폭 조절이 됩니다,m
그리고 공구 없이도 조여주고 돌려 주면 누구나 설치 가능 해요,m
네 폭 조절 나사 끝이 봉에 닿는 느낌으로 살짝 조여주세요,m
그리고 압축 조절나사를 줘요 최대한 압착시켜 고정 시켜주시면 끝나요,m
그렇죠 펜스 제거후에도 설치 자국이 남지 않아 더 활용적 입니다,m
양쪽 벽만 지지할 수 있는 공간이면 어디든지 늘렸다 줄였다 하면서,m
설치가 가능합니다,m
이런 건 어떠세요?물어뜯는 장난감인데~~~,m
처음 키우실 때 좋은 강아지 추천 좀 해드릴까요?,m
네 해주세요,m
처음 키우시기엔 푸들 많이 키우시거든요?,m
또 다른 추천 해주시는 강아지 있나요?,m
포메라니안은 어떠세요?,m
처음 키우시는 분들이 많이 키워요,m
저희아이가 편식도 많이하고 몸이 약한 편인데요 추천 해 주실 수 있나요?,m
네,m
아이가 몇 살인가요?,m
여섯살이요,m
센트룸에서 출시된 어린이용 멀티비타민 어떠세요?,m
눈이 피곤할 때 좋은약 있나요?,m
네,m
눈이 어떻게 피곤하신가요?,m
눈이 침침하고 뻑뻑합니다,m
장시간 컴퓨터를 많이 하시나요?,m
네,m
스마트폰을 많이 보시나요?,m
네,m
티브이도 많이 보시나요?,m
네,m
안국건강에서 나온 루테인은 어떠세요?,m
안국건강이요? 어떤 브랜드인가요?,m
이번에 ooo씨가 모델로 광고하고 있구요 브래드 인지도가 일위입니다,m
피로회복에 좋은 약있나요?,m
네. 간건강에 도움을 줄 수 있는 깬다큐는 어떠세요?,m
"근육통, 어깨겨림,신경통에 좋은 파스있나요?",m
네,m
네 그럼  뭐가 좋을까요?,m
아...일단,m
네네,m
저는 요즘 머리가 잘 빠지는데 혹시 탈모 약 이런거 없을까요?,m
아...탈모세요?,m
아..탈모는 아니구요.. 머리숱이 자꾸 없어져서요,m
음...그럼 판시딜 한번 드셔보세요,m
어떤 제품이 좋을까요,m
닥터오의 고트 클린 다이어트 보조제 있습니다,m
다른 가성비 좋은 제품은 어떤 것이 있나요?,m
원적외선 온열 복대기가 있습니다,m
그럼 또 어떤 봐야하죠?,m
울타리도 보시죠,m
울타리요?,m
네,m
울타리는 그럼 어떤 걸 쓰는 게 좋아요?,m
요정도로 쓰시면 될거예요,m
좀 작아 보이네요,m
다음으론 뭐 봐야 하나요?,m
이동장도 하나 있으셔야 할거예요,m
이동장이요?,m
네,m
그건 어떨 때 쓰는 거예요?,m
병원가거나 이동할 때 쓰는 거예요,m
한번 보여주시겠어요?,m
이정도가 7-8키로 소형견까지 쓸 수 있는 거예요,m
다음엔 밥그릇 보여주실래요?,m
급식기는 보통 이렇게 두그릇으로 밥이랑 물 줄 수 있는 거 써요,m
아니면 급식기는 한짜리 그릇으로 하고 물은 이렇게 서서 먹는 걸 쓰기도 하구요,m
아! 이게 물주는 거예요?,m
네,m
다음엔 뭐 봐야 하나요?,m
샴푸보시는 게 좋겠네요,m
샴푸랑 린스는 이것 쓰시면 될거예요,m
브러쉬도 사야되죠?,m
네,m
브러쉬는 이것 쓰시면 되요,m
배변판은 요정도 쓰시면 되요,m
이건 육천원입니다,m
그럼 또 볼 게 더 있나요?,m
사료만 보시면 될거예요,m
사료는 이걸로 주시면 되요,m
목줄은 필요없을까요?,m
아직 아기라서 없어도 되요,m
접종 다끝나시면 그 때 사세요,m
네 이거 하고 하나만 더 추천해 주시겠어요?,m
이런 건 어떠세요? 별 무늬에요,m
아 그래요 어 아 종류가 되게 좋은데 이게 나을까요? 저 놀이용품이 나을까요?,m
이 놀이용품 한번 써보세요,m
아 그래요 어 요거 요거 또  요세 연어 연어가 더 나요 아니면 연어가 날래나?,m
요즘 연어도 많이 먹이고 오리도 많이 먹여요,m
음 제생각에는 이번에 시너지 앰플프로그램이라고 새로 나온게 있거든요,m
그거랑 앱솔루트 스킨케어랑 같이 쓰시면 가장 좋아요 근데 사실 가격이 있어서,m
먹은 것도 없는 데 윗 배에 가스 찰 때 먹을 만한 게 있나요?,m
헛배 부름이요,m
자주라고 하니까 생약 성분으로 된거 있는데 그걸로 드릴까요?,m
네 주세요,m
연고 좋은 거 있는데 보여 드릴까요?,m
네,m
네 C 이거는 뭐 여자한테 뭐가 좋아요,m
"기본급으로 갱년기 여성분들 갱년기에 계신데  갱년기를 이제. 지금 개선에 많이 도움이 될, 제품으로써 많이 나온 거예요",m
이거 괜찮을 것 같기는 한데. 그렇지 않아도 굉장히 걱정을 해서 또 갱년기 여성한테 좋은 게 뭐가 있어요,m
좀 이제 가격대가 조금 저희 최고가라인으로 해서 여기 보시면 여기 천농이라고,m
그런 제품도 있으시고요. 이거는 가격대가 조금 쓰여,m
혹시 뭐 여기,m
"아그리고 애들 먹을 거 있어요. 저기 애가 초등학생인데,",m
그럼 제가 추천 좀 해드릴까요?,m
네,m
그러시면 화애락 어떠세요?,m
화애락요? 많이 들어본거 같긴한데요,m
뭐좀 이것저것 있는데요,m
먼저 제가 먹을 건데,m
그 40대 중반인데,m
조합 영향제 같은 것 좀 있을까 해서요,m
